question,answer,source_jurisdiction,source_citation,source_text
"In the case of Alan John Hyland (as Executor of the Estate of the late Lily Therese Hyland) v Jacqueline Sheri Woods [2011] NSWSC 266, what was the court's decision regarding the distribution of the monies in the Commonwealth Bank of Australia fixed deposit account?","In the case of Alan John Hyland (as Executor of the Estate of the late Lily Therese Hyland) v Jacqueline Sheri Woods [2011] NSWSC 266, the court declared that the plaintiff is entitled to pay out 60% of the monies in the Commonwealth Bank of Australia fixed deposit account to the three beneficiaries named immediately in accordance with clause 4 of the will.",new_south_wales,Alan John Hyland (as Executor of the Estate of the late Lily Therese Hyland) v Jacqueline Sheri Woods [2011] NSWSC 266,"Medium Neutral Citation: Alan John Hyland (as Executor of the Estate of the late Lily Therese Hyland) v Jacqueline Sheri Woods [2011] NSWSC 266 Hearing dates: 31 March 2011 Decision date: 31 March 2011 Before: Rein J Decision: 1. Gift to and trust established for James Stanley Hyland under the will have failed. 2. Declaration that the plaintiff is entitled to pay out 60% of the monies in the Commonwealth Bank of Australia fixed deposit account to the three beneficiaries named immediately in accordance with clause 4 of the will. 3. Plaintiff's costs to be paid out of the estate on an indemnity basis. 4. First and fourth defendants' costs to be paid out of the estate on the usual basis. Catchwords: SUCCESSION - construction of will - whether a gift to and trust established for a beneficiary under the will has failed due to the death of the beneficiary prior to the death of the testatrix - whether the executor is entitled to pay out monies immediately to the named beneficiaries pursuant to the will Cases Cited: Estate of Elizabeth Emily Jenkinson [2000] NSWSC 495 Re Meynell [1949] WN 273 Saunders v Vautier (1841) 41 ER 482 Texts Cited: G L Certoma, The Law of Succession in New South Wales, 4th ed (2010), Thomson Reuters (Professional) Australia Category: Principal judgment Parties: Alan John Hyland (plaintiff) "
"What is the test for determining a ""genuine"" dispute or claim in the context of section 459H, as interpreted by Australian Commonwealth courts?","The test for determining a ""genuine"" dispute or claim under section 459H, as interpreted by Australian Commonwealth courts, is often phrased as ""whether there is a serious issue to be tried"". The test is not a particularly high one, but the court must be satisfied that there is a claim that may have some substance. This interpretation has been the subject of much judicial consideration, as seen in cases such as Mibor Investments Pty Ltd v Commonwealth Bank of Australia, Re Morris Catering (Australia) Pty Ltd, Scanhill Pty Ltd v Century 21 Australasia Pty Ltd, Chadwick Industries (South Coast) Pty Ltd v Condensing Vaporisers Pty Ltd, Eyota Pty Ltd v Hanave Pty Ltd, and Chase Manhattan Bank Australia Ltd v Oscty Pty Ltd.",commonwealth,Cromwell (Australia) Pty Ltd Carlo Interiors Pty Ltd [1997] FCA 825,"The references in s 459H to the Court’s being “satisfied” that there is a “genuine” dispute, and “satisfied” that the company has a genuine claim against the person who served the demand on it, have been the subject of much judicial consideration: see, for example, Mibor Investments Pty Ltd v Commonwealth Bank of Australia (1993) 11 ACSR 362; Re Morris Catering (Australia) Pty Ltd (1993) 11 ACSR 601; Scanhill Pty Ltd v Century 21 Australasia Pty Ltd (1993) 120 ALR 173; Chadwick Industries (South Coast) Pty Ltd v Condensing Vaporisers Pty Ltd (1994) 13 ACSR 37; Eyota Pty Ltd v Hanave Pty Ltd 12 ACSR 785; Chase Manhattan Bank Australia Ltd v Oscty Pty Ltd 17 ACSR 128. Their meanings have been illuminated by the drawing of analogies with applications for injunctions and extensions of caveats in that the test is often phrased as “whether there is a serious issue to be tried”. The test is not a particularly high one though the court must be satisfied that there is a claim that may have some substance. Lockhart J has observed in Chadwick Industries (South Coast) Pty Ltd v Condensing Vaporisers Pty Ltd 13 ACSR 37 at 39:"
What were the charges against the applicant in the case of R v Perry [2000] NSWCCA 375 in New South Wales?,"In the case of R v Perry [2000] NSWCCA 375, the applicant was charged under s196(b) of the Act for the first fire she admitted to lighting with the intention of killing another resident. She was also charged under s195(b) of the Act for the second fire she admitted to lighting and leaving the premises without waking the other resident.",new_south_wales,R v Perry [2000] NSWCCA 375," 10 On the following day, the applicant, who of course had not been in the premises when she was being searched for, said that two young males had lit the first fire and that she had seen them run away. She said that she had left the premises, caught a bus to Circular Quay and another bus to Malabar to spend the night at her boyfriend's place. She denied knowledge of the second fire. 11 In November 1997, in the course of an interview in relation to later fires, the applicant made full admissions that the first fire on the porch had been lit by her with the intention of killing the other resident. The applicant also admitted that she lit the second fire, and that she had left the premises without waking the other resident. The first fire gave rise to the charge under s196(b) of the Act, the second incident being the basis of the s195(b) charge. 12 Early in the morning of Saturday 8 March 1997, the fire brigade attended premises at Birrell Street, Bondi, concerning a fire in a building. It was a large fire requiring six fire units to bring it under control, just after 7am. The building, which was used to house the Eastern Sydney Developmental Disability Service, did not provide accommodation and was vacant, the building having been locked the evening before. The building had extensive electronic equipment which was valued at approximately $1 million. Something of the order of $2 million was paid out on insurance to cover the damage. "
"In the context of the Anti-Discrimination Act (AD Act) in New South Wales, how is the term ""incite"" interpreted in relation to the offence of serious racial vilification?","In the case of John Fairfax Publications Pty Ltd -v- Kazak (EOD) [2002] NSWADTAP 35, it was argued that the term ""incite"" in section 20D(1) of the Anti-Discrimination Act, which creates the offence of serious racial vilification, requires an intention to incite. This interpretation is established by authority with respect to criminal offences relating to incitement. However, the same term in other provisions of the Act may not be construed in the same way, as the context within which the word ""incite"" appears in different provisions of the Act can affect its interpretation. The presumption that the same word is intended to have the same meaning in each case is of little weight and readily yields to the statutory context.",new_south_wales,John Fairfax Publications Pty Ltd -v- Kazak (EOD) [2002] NSWADTAP 35," 6 The Appellant’s argument turns primarily on the use of the word ""incite"" in s 20D(1), which creates the offence of serious racial vilification. It is submitted that the use of the same term in both provisions demands a consistent construction, that is, if it is accepted that s 20D requires an intention to incite (a proposition which is unarguably established by authority, with respect to criminal offences relating to incitement), then ""incite"" in s 20C must be similarly construed. Whilst it is a principle of statutory construction that the same word appearing in a statute should be consistently construed, the Appellant’s argument discounts the context within which the word ""incite"" appears in a number of provisions in the AD Act. The presumption that, where the same word is used on more than one occasion in a provision, it is intended to have the same meaning in each case, is one of little weight which ""readily yields"" to the statutory context : Clyne v Deputy Commissioner of Taxation (1981) 150 CLR 1 at 15 ; see also Murphy v Farmer (1988) 79 ALR 1 at 7. 7 Section 20D(1) provides :- A person shall not, by a public act, incite hatred towards, serious contempt for, or severe ridicule of, a person or group of persons on the ground of the race of the person or members of the group by means which include [threatening or inciting others to threaten physical harm]. "
What was the final decision of the court in the case of Colbron v Freeman (No 2) [2014] NSWSC 1528 in New South Wales?,"In the case of Colbron v Freeman (No 2) [2014] NSWSC 1528, the court decided that the appeal should be allowed; the judgment entered against Mr Colbron in the Local Court should be set aside and the proceedings against him dismissed. The court also ordered that Mr Freeman should pay Mr Colbron's costs as agreed or assessed on the ordinary basis up to and including 17 July 2014 and that thereafter Mr Freeman should pay Mr Colbron's costs of the appeal as agreed or assessed on the indemnity basis.",new_south_wales,Colbron v Freeman (No 2) [2014] NSWSC 1528,"12I have also to have regard to two letters sent by Mr Colbron to Mr Freeman prior to the hearing of the proceedings in the Local Court, the first dated 27 May 2013 offering that Mr Colbron would bear his own costs if the proceedings were dismissed, and the second offering dated 29 August 2013 that Mr Colbron would pay Mr Freeman the amount of $3,600 and pay one quarter of his costs on a party party basis. That second letter set out in detail Mr Colbron's complaints about Mr Freeman's fee notes which were the subject of the underlying dispute. 13Leaving aside any other considerations, those two letters would form a proper basis for Mr Colbron to have his costs on the indemnity basis. Against that consideration, however, I have to have regard to the practice note and the remarks of the Magistrate to which I have referred. An award of indemnity costs on the basis of a Calderbank offer is not mandatory. The Court must always take all circumstances into account and act in accordance with the dictates of justice. In all the circumstances, I consider the appropriate order to be that Mr Freeman pay Mr Colbron's costs of the proceedings below as agreed or assessed on the ordinary basis. 14The orders I propose, accordingly, are that the appeal be allowed; that the judgment entered against Mr Colbron in the Local Court be set aside and the proceedings against him dismissed; that Mr Freeman pay Mr Colbron's costs as agreed or assessed on the ordinary basis up to and including 17 July 2014 and that thereafter Mr Freeman pay Mr Colbron's costs of the appeal as agreed or assessed on the indemnity basis."
"Under the Criminal Assets Recovery Act 1990 (NSW), what powers does the New South Wales Crime Commission have in relation to restraining orders and property control?","Under the Criminal Assets Recovery Act 1990 (NSW), the New South Wales Crime Commission can apply for a restraining order in respect of certain interests, such as property interests. This is enabled by Section 10A of the Act. Furthermore, Section 10B(2) of the Act allows the Court, when making a restraining order, to order the NSW Trustee and Guardian to take control of some or all of the interests in property that are subject to the restraining order, if the circumstances require it. This was applied in the case of New South Wales Crime Commission v Hughes [2020] NSWSC 1525.",new_south_wales,New South Wales Crime Commission v Hughes [2020] NSWSC 1525,"rEASONS FOR DECISION 1. The Court has before it a summons which seeks a hearing instanter and ex parte in order to partially deal with the matters in question, with the balance to be listed before this Court at another time. 2. This matter concerns an application for orders by the New South Wales Crime Commission (“the Commission”) pursuant to ss 10A and 10B(2) of the Criminal Assets Recovery Act 1990 (NSW) (""the Act""). 3. Section 10A of the Act enables an application to be made ex parte for a restraining order. Section 10B(2) of the Act enables this Court when making a restraining order, if it considers that the circumstances so require, order the NSW Trustee and Guardian to take control of some or all of the interests in property that are interests to which the restraining order applies. 4. The application is supported by the affidavit of Ms Katie Elaine Bourne, sworn 8 July 2020. The application is also supported by a statement of facts and circumstances, as required on an application for a restraining order, pursuant to r 1.26 of the Uniform Civil Procedure Rules 2005 (NSW). 5. Pursuant to s 10A of the Act, the Commission may apply for a restraining order in respect of the interests in question, in this case interest in property of Mervyn Clyde Hughes. The affidavit of Ms Bourne discloses that she is an authorised officer for the purposes of the Act and suspects Mr Hughes of having engaged in serious crime related activity, namely:"
"Under the Business Services Wage Assessment Tool Payment Scheme Amendment Act 2016 (Cth), what is the Secretary required to do if a person's application for a payment under the BSWAT payment scheme was refused before the commencement day due to a determination that the payment amount for the person was nil?","Under the Business Services Wage Assessment Tool Payment Scheme Amendment Act 2016 (Cth), if a person's application for a payment under the BSWAT payment scheme was refused before the commencement day due to a determination that the payment amount for the person was nil, the Secretary is required to review the original determination as soon as practicable after the commencement day. The review should be conducted under section 23 of the BSWAT Act, on the basis that the payment amount for the person is to be worked out using the 70% principle. If the payment amount worked out on review is more than nil, the Secretary must substitute a new determination of the payment amount and make an offer to the person under section 19 of the BSWAT Act. This applies even if paragraph 23(2)(c) of the BSWAT Act would otherwise prevent the Secretary from reviewing the determination.",commonwealth,Business Services Wage Assessment Tool Payment Scheme Amendment Act 2016 (Cth),"42 Review of certain refusals given before commencement day (1) This item applies in relation to a person if: (a) before the commencement day, the person’s application for a payment under the BSWAT payment scheme was refused because of a determination (the original determination) that the payment amount for the person was nil; and (b) the person has not applied for review of the determination or has withdrawn any such application. (2) The Secretary must, as soon as practicable after the commencement day, review, under section 23 of the BSWAT Act, the original determination, on the basis that the payment amount for the person is to be worked out using the 70% principle. Note: If the payment amount worked out on review is more than nil, the Secretary must substitute a new determination of the payment amount (see subsection 23(3) of the BSWAT Act) and make an offer to the person under section 19 of the BSWAT Act. (3) Subitem (2) applies even if paragraph 23(2)(c) of the BSWAT Act would otherwise prevent the Secretary from reviewing the determination (no review of a determination made or affirmed by external reviewer)."
"In the case of Angela Therese Harvey (nee Alecci) v Eileen Therese Alecci & Anor [2002] NSWSC 898, what was the court's decision regarding the order for mediation?","In the case of Angela Therese Harvey (nee Alecci) v Eileen Therese Alecci & Anor [2002] NSWSC 898, the court decided not to order a mediation due to the state of enmity within the family. The court deemed that ordering a mediation would not be a viable, possible, responsible, or a proper exercise of the court's discretion.",new_south_wales,Angela Therese Harvey (nee Alecci) v Eileen Therese Alecci & Anor [2002] NSWSC 898," 29 For those reasons and notwithstanding my usual view, which would be that in most family circumstances it would be a very useful thing to order a mediation, the state of enmity of this family is not such, it seems to me, as makes that course viable, possible, responsible or a proper exercise of the Court’s undoubted discretion by compulsory order to order a mediation. For those reasons and in those circumstances, the orders sought in paragraphs 2 and 3 of the motion will not be made, and an order is made in the following terms. 30 I order that pursuant to paragraph 5.5A of the order dated 26 June 2002 there be retained the amount of $400,000 of the first defendant’s share of the proceeds of sale of the land described in paragraph 5.5A of the order dated 26 June 2002, which sum of $400,000 is to be retained on the same terms as presently appear in paragraph 5.5A. Otherwise, paragraphs 2 and 3 of the notice of motion filed on 17 September 2002 are dismissed. 31 In relation to costs of the notice of motion, Mr Harris has sought an order that the plaintiff pay the defendant’s costs of the notice of motion. Mr Burton has conversely sought an order that all or part of the costs of the motion be paid by the defendants. "
"In the case of Singh v MIMA [1998] FCA 1240, what was the main argument presented by the applicant for review of the Refugee Review Tribunal's decision?","In the case of Singh v MIMA [1998] FCA 1240, the applicant sought a review of the Refugee Review Tribunal's decision on the basis that the Tribunal did not take into proper consideration the merit of the case as per the applicant's specific situation. The argument focused on the manner in which the Tribunal disposed of the credit of the applicant, which it considered was significantly damaged by the inconsistency between the period he said he had been in detention, and the evidence he gave before the Tribunal.",commonwealth,Singh v MIMA [1998] FCA 1240,"EX TEMPORE REASONS FOR JUDGMENT In this matter the applicant seeks a review of a decision of the Refugee Review Tribunal. The application states a number of grounds, but was presented in argument solely on the basis of ground 8, which reads: “The Respondent did not take into proper consideration the merit of the case as per the Applicant's specific situation.” I pass over the purely technical solecism in the reference to the respondent, because it is the decision of the Tribunal which is said not to have taken this matter into proper consideration. The argument focussed, then, on the manner in which the Tribunal disposed of the credit of the applicant, which it considered was significantly damaged by the inconsistency between the period he said he had been in detention, when making his original claims to departmental officers which referred to a period of five months detention, and the evidence he gave before the Tribunal, which referred to three periods of detention, the longest of which was six weeks and the other two apparently much shorter. The Tribunal also doubted his credit because of a reference to a leader of the Sikh movement with which he was concerned, one Amriq Singh. The Tribunal challenged him about his evidence concerning Amriq Singh on the footing that Amriq Singh, according to material available to the Tribunal, although he was indeed a significant leader, had been killed as far back as 1984."
"In the case of Carvajal v Lamba [2019] NSWDC 284, did the court draw any adverse inference against the plaintiff for not mentioning certain details about the accident in her initial descriptions?","In Carvajal v Lamba [2019] NSWDC 284, the court did not draw any adverse inference against the plaintiff for not mentioning that the defendant was coming in the opposite direction and drove across her path, or that her dog was in the car in her initial descriptions of the accident. The court reasoned that there was no need to include these details in the forms she signed as they only requested the description of the accident, not the events leading up to it. Furthermore, the court found that what was recorded in the forms and the histories by the doctors was completely consistent with the version of the accident given by the plaintiff in her sworn evidence.",new_south_wales,Carvajal v Lamba [2019] NSWDC 284,"14. It was put to the plaintiff that she had given different versions of the accident in the two forms and in a history to doctors. In particular, it was put to the plaintiff that she had not, in those descriptions, talked about the defendant coming in the opposite direction and driving across her path. Nor had she mentioned that her dog was in the car. I do not draw any adverse inference against the plaintiff because those matters were not in the descriptions of the accident about which she cross-examined. In the two forms which the plaintiff signed as true and correct, there was no reason to include those matters, as the forms only requested the description of what happened in the accident, and not the events leading up to it. So far as the histories recorded by doctors were concerned, there was no evidence as to whether those histories came from assumptions which the doctors were asked to make, or from what the plaintiff said to the doctors. In any event, what is recorded in the two forms, and what is recorded in the histories by the doctors, is completely consistent with the version of the accident given by the plaintiff in her sworn evidence."
What were the considerations taken into account by the Court of Appeal in the case of Collins v The Queen [2018] HCA 18 to conclude that the prosecution case was strong and guilt had been proved beyond reasonable doubt?,"In the case of Collins v The Queen [2018] HCA 18, the Court of Appeal considered three main considerations to conclude that the prosecution case was strong and guilt had been proved beyond reasonable doubt. First, despite some inconsistencies in the complainant's account, the complainant had given ""a relatively robust and unvarying account of the essential features of the conduct making up the offences"". Second, the physical evidence of the clippers supported parts of the complainant's account. Third, preliminary complaints had been made not only to Ms M but also to AJ and Ian Haberfield. The Court of Appeal also noted that the two aspects of the 2007 account that were inconsistent with Ms M's evidence in chief were not put to the complainant in cross-examination, and the complainant's account of the telephone call was not challenged. The Court of Appeal stated that the lack of challenge to the complainant's account of the telephone call considerably weakened the proposition that the jury was deprived of the chance to consider the 2007 account in assessing the complainant's evidence.",commonwealth,Collins v The Queen [2018] HCA 18," The Court of Appeal considered that the prosecution case was a strong one and their Honours were satisfied that guilt had been proved beyond reasonable doubt. The conclusion took into account three considerations. First, while there were inconsistencies in the complainant's account, these were largely with respect to matters of peripheral detail and otherwise the complainant appeared to have given ""a relatively robust and unvarying account of the essential features of the conduct making up the offences"". Secondly, the conclusion took into account the physical evidence of the clippers, which ""supported parts of [the complainant's] account"". And, thirdly, the conclusion took into account that preliminary complaints had been made not only to Ms M but also to AJ and Ian Haberfield. The Court of Appeal separately identified one further consideration: the two aspects of the 2007 account that were inconsistent with Ms M's evidence in chief were not put to the complainant in cross-examination. Further, their Honours noted that the complainant's account of the telephone call was not challenged. Absent challenge to that account, the Court of Appeal said that the proposition that the jury was deprived of the chance to consider the 2007 account in assessing the complainant's evidence was ""considerably weakened"". "
"In the context of the decision in Amir v Director of Professional Services Review [2021] FCA 745, how is the term ""decide"" in s 88A(1) construed?","In the decision of Amir v Director of Professional Services Review [2021] FCA 745, the term ""decide"" in s 88A(1) is construed as an externally manifested communication by the Director of an irrevocable commitment by her whether or not to undertake a review. This externally manifested communication of an irrevocable commitment by the Director might be to her staff or others, or by the giving of notice as required by s 88A(4). Everything which occurs before either of these events does not involve the Director “making up” the Director’s mind because such acts, of necessity, are not final and are not irrevocable. They are subject to change as and when the Director determines within the period of one month provided for the making of the decision.",commonwealth,Amir v Director of Professional Services Review [2021] FCA 745,"42 This said, the better resolution of the potentially competing considerations, in my view, is to construe “decide” in s 88A(1) as meaning an externally manifested communication by the Director of an irrevocable commitment by her whether or not to undertake a review. This externally manifested communication of an irrevocable commitment by the Director might be to her staff or others (option (b)) or by the giving of notice as required by s 88A(4) (option (c)). Everything which occurs before either of these events does not involve the Director “making up” the Director’s mind because such acts, of necessity, are not final and are not irrevocable. They are subject to change as and when the Director determines within the period of one month provided for the making of the decision."
